Link do jogo,Nome do Jogo,Preço com desconto,Desconto aplicado,Avaliação do jogo,Data de Lançamento,Data de Fim da promoção
https://store.steampowered.com/app/1086940/?curator_clanid=4777282&utm_source=SteamDB,Baldur's Gate 3,"R$ 159,99",-20%,95.98%,Aug 2023,in 5 days
https://store.steampowered.com/app/2375550/?curator_clanid=4777282&utm_source=SteamDB,Like a Dragon Gaiden: The Man Who Erased His Name,"R$ 124,50",-50%,93.81%,Nov 2023,
https://store.steampowered.com/app/2441700/?curator_clanid=4777282&utm_source=SteamDB,UNDERDOGS,"R$ 51,61",-42%,92.36%,Jan 2024,
https://store.steampowered.com/app/1668510/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails from Zero,"R$ 83,99",-30%,92.12%,Sep 2022,
https://store.steampowered.com/app/1668520/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails to Azure,"R$ 89,99",-25%,91.52%,Mar 2023,
https://store.steampowered.com/app/978780/?curator_clanid=4777282&utm_source=SteamDB,STORY OF SEASONS: Friends of Mineral Town,"R$ 23,49",-75%,90.77%,Jul 2020,
https://store.steampowered.com/app/1668540/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails into Reverie,"R$ 105,30",-35%,89.29%,Jul 2023,
https://store.steampowered.com/app/1978590/?curator_clanid=4777282&utm_source=SteamDB,Anger Foot,"R$ 51,79",-30%,88.85%,Jul 2024,
https://store.steampowered.com/app/2243710/?curator_clanid=4777282&utm_source=SteamDB,Rune Factory 3 Special,"R$ 55,99",-60%,88.70%,Sep 2023,
https://store.steampowered.com/app/2072450/?curator_clanid=4777282&utm_source=SteamDB,Like a Dragon: Infinite Wealth,"R$ 174,95",-50%,88.63%,Jan 2024,
https://store.steampowered.com/app/1198090/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails of Cold Steel IV,"R$ 64,80",-60%,88.16%,Apr 2021,
https://store.steampowered.com/app/991270/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails of Cold Steel III,"R$ 40,50",-75%,87.75%,Mar 2020,
https://store.steampowered.com/app/1410640/?curator_clanid=4777282&utm_source=SteamDB,Syberia: The World Before,"R$ 21,80",-80%,87.16%,Mar 2022,
https://store.steampowered.com/app/2138610/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails through Daybreak,"R$ 129,60",-20%,87.11%,Mar 2023,
https://store.steampowered.com/app/1934680/?curator_clanid=4777282&utm_source=SteamDB,Age of Mythology: Retold,"R$ 79,99",-20%,86.80%,Sep 2024,
https://store.steampowered.com/app/1085510/?curator_clanid=4777282&utm_source=SteamDB,Garfield Kart - Furious Racing,"R$ 2,79",-93%,85.73%,Nov 2019,
https://store.steampowered.com/app/1580240/?curator_clanid=4777282&utm_source=SteamDB,Rune Factory 4 Special,"R$ 35,99",-70%,83.90%,Dec 2021,
https://store.steampowered.com/app/474210/?curator_clanid=4777282&utm_source=SteamDB,BUTCHER,"R$ 2,99",-85%,82.02%,Oct 2016,
https://store.steampowered.com/app/1392960/?curator_clanid=4777282&utm_source=SteamDB,STORY OF SEASONS: Pioneers of Olive Town,"R$ 55,99",-65%,80.50%,Sep 2021,
https://store.steampowered.com/app/250900/?curator_clanid=4777282&utm_source=SteamDB,The Binding of Isaac: Rebirth,"R$ 13,99",-50%,96.42%,Nov 2014,
https://store.steampowered.com/app/2050650/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil 4,"R$ 84,50",-50%,96.31%,Mar 2023,
https://store.steampowered.com/app/1967430/?curator_clanid=4777282&utm_source=SteamDB,Ghost Trick: Phantom Detective,"R$ 64,50",-50%,94.05%,Jun 2023,
https://store.steampowered.com/app/1190000/?curator_clanid=4777282&utm_source=SteamDB,Car Mechanic Simulator 2021,"R$ 28,11",-62%,93.74%,Aug 2021,
https://store.steampowered.com/app/251290/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails in the Sky SC,"R$ 45,49",-35%,93.67%,Oct 2015,
https://store.steampowered.com/app/1269640/?curator_clanid=4777282&utm_source=SteamDB,Beacon Pines,"R$ 23,99",-60%,93.55%,Sep 2022,
https://store.steampowered.com/app/2085360/?curator_clanid=4777282&utm_source=SteamDB,Insomnia: Theater in the Head,"R$ 6,46",-26%,92.83%,Dec 2022,
https://store.steampowered.com/app/880950/?curator_clanid=4777282&utm_source=SteamDB,Maitetsu:Pure Station,"R$ 50,14",-66%,92.66%,Sep 2018,
https://store.steampowered.com/app/1177980/?curator_clanid=4777282&utm_source=SteamDB,"Little Kitty, Big City","R$ 51,79",-30%,92.65%,May 2024,
https://store.steampowered.com/app/1235140/?curator_clanid=4777282&utm_source=SteamDB,Yakuza: Like a Dragon,"R$ 49,95",-50%,92.60%,Nov 2020,
https://store.steampowered.com/app/1494810/?curator_clanid=4777282&utm_source=SteamDB,Mortal Sin,"R$ 40,19",-33%,92.21%,Mar 2023,
https://store.steampowered.com/app/2058180/?curator_clanid=4777282&utm_source=SteamDB,Judgment,"R$ 59,98",-70%,92.03%,Sep 2022,
https://store.steampowered.com/app/1675830/?curator_clanid=4777282&utm_source=SteamDB,1000xRESIST,"R$ 47,99",-20%,91.97%,May 2024,
https://store.steampowered.com/app/1361510/?curator_clanid=4777282&utm_source=SteamDB,Teenage Mutant Ninja Turtles: Shredder's Revenge,"R$ 61,74",-35%,91.79%,Jun 2022,
https://store.steampowered.com/app/2302660/?curator_clanid=4777282&utm_source=SteamDB,Homicipher,"R$ 44,99",-10%,91.66%,Nov 2024,
https://store.steampowered.com/app/1876890/?curator_clanid=4777282&utm_source=SteamDB,Wandering Sword,"R$ 62,89",-15%,91.52%,Sep 2023,
https://store.steampowered.com/app/538680/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails of Cold Steel,"R$ 36,49",-50%,91.49%,Aug 2017,
https://store.steampowered.com/app/2058190/?curator_clanid=4777282&utm_source=SteamDB,Lost Judgment,"R$ 74,70",-70%,91.41%,Sep 2022,
https://store.steampowered.com/app/411830/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA SHINOVI VERSUS,"R$ 15,19",-60%,91.09%,Jun 2016,
https://store.steampowered.com/app/502800/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA ESTIVAL VERSUS,"R$ 17,39",-70%,91.08%,Mar 2017,
https://store.steampowered.com/app/384190/?curator_clanid=4777282&utm_source=SteamDB,ABZU,"R$ 9,24",-75%,90.86%,Aug 2016,
https://store.steampowered.com/app/251150/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails in the Sky,"R$ 18,49",-50%,90.85%,Jul 2014,
https://store.steampowered.com/app/1850570/?curator_clanid=4777282&utm_source=SteamDB,DEATH STRANDING DIRECTOR'S CUT,"R$ 79,50",-50%,90.83%,Mar 2022,
https://store.steampowered.com/app/1697700/?curator_clanid=4777282&utm_source=SteamDB,Who's Lila?,"R$ 12,44",-50%,90.74%,Feb 2022,
https://store.steampowered.com/app/1903620/?curator_clanid=4777282&utm_source=SteamDB,Killer Frequency,"R$ 30,26",-66%,90.52%,Jun 2023,
https://store.steampowered.com/app/1340480/?curator_clanid=4777282&utm_source=SteamDB,The Cosmic Wheel Sisterhood,"R$ 27,49",-50%,90.48%,Aug 2023,
https://store.steampowered.com/app/985890/?curator_clanid=4777282&utm_source=SteamDB,Streets of Rage 4,"R$ 36,98",-60%,90.43%,Apr 2020,
https://store.steampowered.com/app/1249040/?curator_clanid=4777282&utm_source=SteamDB,American Arcadia,"R$ 38,99",-35%,90.22%,Nov 2023,
https://store.steampowered.com/app/1977170/?curator_clanid=4777282&utm_source=SteamDB,Jusant,"R$ 52,49",-40%,90.11%,Oct 2023,
https://store.steampowered.com/app/748490/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails of Cold Steel II,"R$ 36,49",-50%,89.70%,Feb 2018,
https://store.steampowered.com/app/436670/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Heroes: Trails in the Sky the 3rd,"R$ 41,99",-25%,89.70%,May 2017,
https://store.steampowered.com/app/2441270/?curator_clanid=4777282&utm_source=SteamDB,Kill The Crows,"R$ 10,19",-40%,89.62%,Aug 2023,
https://store.steampowered.com/app/1771980/?curator_clanid=4777282&utm_source=SteamDB,The Operator,"R$ 37,81",-15%,89.62%,Jul 2024,
https://store.steampowered.com/app/622220/?curator_clanid=4777282&utm_source=SteamDB,Fate/EXTELLA LINK,"R$ 28,19",-70%,89.61%,Mar 2019,
https://store.steampowered.com/app/207350/?curator_clanid=4777282&utm_source=SteamDB,Ys Origin,"R$ 9,24",-75%,89.51%,May 2012,
https://store.steampowered.com/app/1875830/?curator_clanid=4777282&utm_source=SteamDB,Shin Megami Tensei V: Vengeance,"R$ 209,93",-30%,89.49%,Jun 2024,
https://store.steampowered.com/app/1592670/?curator_clanid=4777282&utm_source=SteamDB,Soda Crisis,"R$ 13,67",-40%,89.48%,May 2022,
https://store.steampowered.com/app/2296990/?curator_clanid=4777282&utm_source=SteamDB,We Were Here Expeditions: The FriendShip,"R$ 6,89",-50%,89.39%,Sep 2023,
https://store.steampowered.com/app/1491670/?curator_clanid=4777282&utm_source=SteamDB,Venba,"R$ 23,49",-50%,89.37%,Jul 2023,
https://store.steampowered.com/app/1341290/?curator_clanid=4777282&utm_source=SteamDB,We Were Here Forever,"R$ 27,49",-50%,89.30%,May 2022,
https://store.steampowered.com/app/2963550/?curator_clanid=4777282&utm_source=SteamDB,Game Of Fate,"R$ 50,20",-12%,89.15%,Oct 2024,
https://store.steampowered.com/app/482400/?curator_clanid=4777282&utm_source=SteamDB,System Shock,"R$ 79,60",-60%,89.04%,May 2023,
https://store.steampowered.com/app/1356670/?curator_clanid=4777282&utm_source=SteamDB,Sakuna: Of Rice and Ruin,"R$ 37,74",-50%,89.00%,Nov 2020,
https://store.steampowered.com/app/889510/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA Burst Re:Newal,"R$ 17,39",-70%,88.99%,Jan 2019,
https://store.steampowered.com/app/1265820/?curator_clanid=4777282&utm_source=SteamDB,Fights in Tight Spaces,"R$ 23,74",-50%,88.65%,Dec 2021,
https://store.steampowered.com/app/1105500/?curator_clanid=4777282&utm_source=SteamDB,Yakuza 4 Remastered,"R$ 26,85",-70%,88.45%,Jan 2021,
https://store.steampowered.com/app/845880/?curator_clanid=4777282&utm_source=SteamDB,Touhou: Scarlet Curiosity,"R$ 8,69",-70%,88.24%,Jul 2018,
https://store.steampowered.com/app/2185770/?curator_clanid=4777282&utm_source=SteamDB,Aonatsu Line,"R$ 34,31",-48%,88.21%,Dec 2022,
https://store.steampowered.com/app/511680/?curator_clanid=4777282&utm_source=SteamDB,Fate/EXTELLA,"R$ 26,42",-65%,87.79%,Jul 2017,
https://store.steampowered.com/app/1371720/?curator_clanid=4777282&utm_source=SteamDB,Card Shark,"R$ 23,99",-60%,87.54%,Jun 2022,
https://store.steampowered.com/app/514310/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA Bon Appétit! - Full Course,"R$ 9,49",-75%,87.44%,Nov 2016,
https://store.steampowered.com/app/1273260/?curator_clanid=4777282&utm_source=SteamDB,Corpse Party (2021),"R$ 34,39",-55%,87.40%,Oct 2021,
https://store.steampowered.com/app/1332720/?curator_clanid=4777282&utm_source=SteamDB,Thief Simulator 2,"R$ 40,19",-33%,87.40%,Oct 2023,
https://store.steampowered.com/app/2404370/?curator_clanid=4777282&utm_source=SteamDB,YOHANE THE PARHELION -BLAZE in the DEEPBLUE-,"R$ 94,49",-37%,87.32%,Nov 2023,
https://store.steampowered.com/app/1874490/?curator_clanid=4777282&utm_source=SteamDB,Potionomics,"R$ 37,99",-20%,87.27%,Oct 2022,
https://store.steampowered.com/app/1568970/?curator_clanid=4777282&utm_source=SteamDB,Torn Away,"R$ 28,19",-40%,87.12%,Sep 2023,
https://store.steampowered.com/app/587110/?curator_clanid=4777282&utm_source=SteamDB,Ys: Memories of Celceta,"R$ 28,49",-40%,87.11%,Jul 2018,
https://store.steampowered.com/app/250180/?curator_clanid=4777282&utm_source=SteamDB,METAL SLUG 3,"R$ 2,99",-80%,87.08%,Feb 2014,
https://store.steampowered.com/app/8850/?curator_clanid=4777282&utm_source=SteamDB,BioShock® 2,"R$ 4,49",-85%,87.03%,Feb 2010,
https://store.steampowered.com/app/427700/?curator_clanid=4777282&utm_source=SteamDB,Zwei: The Ilvard Insurrection,"R$ 15,19",-60%,87.02%,Oct 2017,
https://store.steampowered.com/app/312560/?curator_clanid=4777282&utm_source=SteamDB,Xanadu Next,"R$ 8,69",-70%,86.96%,Nov 2016,
https://store.steampowered.com/app/587100/?curator_clanid=4777282&utm_source=SteamDB,Ys SEVEN,"R$ 27,59",-40%,86.90%,Aug 2017,
https://store.steampowered.com/app/1105510/?curator_clanid=4777282&utm_source=SteamDB,Yakuza 5 Remastered,"R$ 26,85",-70%,86.70%,Jan 2021,
https://store.steampowered.com/app/1911610/?curator_clanid=4777282&utm_source=SteamDB,Windblown,"R$ 59,19",-20%,86.42%,Oct 2024,
https://store.steampowered.com/app/602320/?curator_clanid=4777282&utm_source=SteamDB,Train Valley 2,"R$ 7,24",-75%,86.38%,Apr 2019,
https://store.steampowered.com/app/366250/?curator_clanid=4777282&utm_source=SteamDB,METAL SLUG,"R$ 3,19",-80%,86.15%,Jun 2015,
https://store.steampowered.com/app/2076140/?curator_clanid=4777282&utm_source=SteamDB,Tavern Talk,"R$ 43,99",-20%,86.08%,Jun 2024,
https://store.steampowered.com/app/1726190/?curator_clanid=4777282&utm_source=SteamDB,No Straight Roads: Encore Edition,"R$ 11,87",-75%,85.96%,Oct 2021,
https://store.steampowered.com/app/1700270/?curator_clanid=4777282&utm_source=SteamDB,Lucky Tower Ultimate,"R$ 26,99",-10%,85.40%,Sep 2024,
https://store.steampowered.com/app/482450/?curator_clanid=4777282&utm_source=SteamDB,Nitroplus Blasterz: Heroines Infinite Duel,"R$ 9,49",-75%,85.35%,Dec 2016,
https://store.steampowered.com/app/312610/?curator_clanid=4777282&utm_source=SteamDB,METAL SLUG X,"R$ 3,19",-80%,85.05%,Oct 2014,
https://store.steampowered.com/app/312540/?curator_clanid=4777282&utm_source=SteamDB,Ys VI: The Ark of Napishtim,"R$ 9,24",-75%,85.00%,Apr 2015,
https://store.steampowered.com/app/1203620/?curator_clanid=4777282&utm_source=SteamDB,Enshrouded,"R$ 71,99",-20%,84.56%,Jan 2024,
https://store.steampowered.com/app/809060/?curator_clanid=4777282&utm_source=SteamDB,REVEIL,"R$ 38,99",-35%,84.45%,Mar 2024,
https://store.steampowered.com/app/366260/?curator_clanid=4777282&utm_source=SteamDB,METAL SLUG 2,"R$ 2,79",-80%,83.23%,Apr 2016,
https://store.steampowered.com/app/1339000/?curator_clanid=4777282&utm_source=SteamDB,Aquarium Designer,"R$ 11,37",-45%,82.63%,Oct 2021,
https://store.steampowered.com/app/1091500/?curator_clanid=4777282&utm_source=SteamDB,Cyberpunk 2077,"R$ 99,95",-50%,82.47%,Dec 2020,
https://store.steampowered.com/app/1343240/?curator_clanid=4777282&utm_source=SteamDB,Thymesia,"R$ 29,96",-60%,82.23%,Aug 2022,
https://store.steampowered.com/app/1222300/?curator_clanid=4777282&utm_source=SteamDB,Into The Flames,"R$ 11,39",-70%,81.41%,Jan 2023,
https://store.steampowered.com/app/843810/?curator_clanid=4777282&utm_source=SteamDB,A Perfect Day,"R$ 35,39",-41%,81.25%,Feb 2022,
https://store.steampowered.com/app/2933130/?curator_clanid=4777282&utm_source=SteamDB,The Lord of the Rings: Return to Moria™,"R$ 49,57",-33%,79.09%,Aug 2024,
https://store.steampowered.com/app/1590760/?curator_clanid=4777282&utm_source=SteamDB,Metal Slug Tactics,"R$ 66,59",-10%,70.44%,Nov 2024,in 6 days
https://store.steampowered.com/app/2272900/?curator_clanid=4777282&utm_source=SteamDB,Mirthwood,"R$ 66,59",-10%,69.98%,Nov 2024,in 10 days
https://store.steampowered.com/app/548430/?curator_clanid=4777282&utm_source=SteamDB,Deep Rock Galactic,"R$ 19,13",-67%,96.14%,May 2020,in 5 days
https://store.steampowered.com/app/1288310/?curator_clanid=4777282&utm_source=SteamDB,Firework,"R$ 10,34",-50%,95.95%,Feb 2021,in 5 days
https://store.steampowered.com/app/883710/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil 2,"R$ 34,97",-75%,95.69%,Jan 2019,in 6 days
https://store.steampowered.com/app/2379780/?curator_clanid=4777282&utm_source=SteamDB,Balatro,"R$ 40,49",-10%,95.68%,Feb 2024,
https://store.steampowered.com/app/1092790/?curator_clanid=4777282&utm_source=SteamDB,Inscryption,"R$ 19,99",-60%,95.54%,Oct 2021,
https://store.steampowered.com/app/1942280/?curator_clanid=4777282&utm_source=SteamDB,Brotato,"R$ 10,19",-40%,95.33%,Jun 2023,
https://store.steampowered.com/app/1989270/?curator_clanid=4777282&utm_source=SteamDB,Slay the Princess — The Pristine Cut,"R$ 43,99",-20%,94.89%,Oct 2023,
https://store.steampowered.com/app/2532550/?curator_clanid=4777282&utm_source=SteamDB,LIZARDS MUST DIE,"R$ 3,49",-50%,94.60%,Sep 2023,
https://store.steampowered.com/app/1434480/?curator_clanid=4777282&utm_source=SteamDB,Maitetsu:Last Run!!,"R$ 58,79",-51%,94.53%,Oct 2020,
https://store.steampowered.com/app/1337010/?curator_clanid=4777282&utm_source=SteamDB,Alba: A Wildlife Adventure,"R$ 13,12",-75%,94.42%,Dec 2020,
https://store.steampowered.com/app/1196590/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil Village,"R$ 55,96",-60%,94.23%,May 2021,
https://store.steampowered.com/app/942970/?curator_clanid=4777282&utm_source=SteamDB,Unheard - Voices of Crime,"R$ 9,20",-60%,94.22%,Mar 2019,
https://store.steampowered.com/app/2067780/?curator_clanid=4777282&utm_source=SteamDB,Your Turn To Die -Death Game By Majority-,"R$ 41,99",-20%,94.05%,Feb 2023,
https://store.steampowered.com/app/638970/?curator_clanid=4777282&utm_source=SteamDB,Yakuza 0,"R$ 49,22",-45%,94.00%,Aug 2018,
https://store.steampowered.com/app/477160/?curator_clanid=4777282&utm_source=SteamDB,Human Fall Flat,"R$ 11,39",-70%,93.58%,Jul 2016,
https://store.steampowered.com/app/1061910/?curator_clanid=4777282&utm_source=SteamDB,Metal: Hellsinger,"R$ 26,09",-67%,93.57%,Sep 2022,
https://store.steampowered.com/app/239820/?curator_clanid=4777282&utm_source=SteamDB,Game Dev Tycoon,"R$ 7,49",-75%,93.50%,Aug 2013,
https://store.steampowered.com/app/2719060/?curator_clanid=4777282&utm_source=SteamDB,Mirage Feathers,"R$ 15,29",-10%,93.45%,Sep 2024,
https://store.steampowered.com/app/2614070/?curator_clanid=4777282&utm_source=SteamDB,NUKITASHI 2,"R$ 51,79",-30%,93.39%,Feb 2024,
https://store.steampowered.com/app/2262610/?curator_clanid=4777282&utm_source=SteamDB,Endless Monday: Dreams and Deadlines,"R$ 23,09",-30%,93.36%,May 2023,
https://store.steampowered.com/app/1935660/?curator_clanid=4777282&utm_source=SteamDB,Chop Goblins,"R$ 5,44",-50%,93.35%,Dec 2022,
https://store.steampowered.com/app/3320/?curator_clanid=4777282&utm_source=SteamDB,Insaniquarium Deluxe,"R$ 1,98",-80%,93.34%,Aug 2006,
https://store.steampowered.com/app/1161170/?curator_clanid=4777282&utm_source=SteamDB,The Rewinder,"R$ 20,99",-50%,93.15%,Sep 2021,
https://store.steampowered.com/app/335670/?curator_clanid=4777282&utm_source=SteamDB,LISA: The Painful,"R$ 35,99",-40%,93.09%,Dec 2014,
https://store.steampowered.com/app/2378620/?curator_clanid=4777282&utm_source=SteamDB,Anomaly Agent,"R$ 14,99",-50%,92.92%,Jan 2024,
https://store.steampowered.com/app/1999520/?curator_clanid=4777282&utm_source=SteamDB,CATO: Buttered Cat,"R$ 32,21",-10%,92.82%,Sep 2024,—
https://store.steampowered.com/app/1808680/?curator_clanid=4777282&utm_source=SteamDB,Snufkin: Melody of Moominvalley,"R$ 47,99",-20%,92.79%,Mar 2024,
https://store.steampowered.com/app/1148760/?curator_clanid=4777282&utm_source=SteamDB,I Was a Teenage Exocolonist,"R$ 36,99",-50%,92.77%,Aug 2022,
https://store.steampowered.com/app/927380/?curator_clanid=4777282&utm_source=SteamDB,Yakuza Kiwami 2,"R$ 49,22",-45%,92.77%,May 2019,
https://store.steampowered.com/app/2366980/?curator_clanid=4777282&utm_source=SteamDB,Thank Goodness You're Here!,"R$ 40,00",-20%,92.66%,Aug 2024,
https://store.steampowered.com/app/3390/?curator_clanid=4777282&utm_source=SteamDB,Feeding Frenzy 2 Deluxe,"R$ 1,98",-80%,92.62%,Aug 2006,
https://store.steampowered.com/app/632360/?curator_clanid=4777282&utm_source=SteamDB,Risk of Rain 2,"R$ 19,79",-67%,92.31%,Aug 2020,
https://store.steampowered.com/app/2106840/?curator_clanid=4777282&utm_source=SteamDB,PARANORMASIGHT: The Seven Mysteries of Honjo,"R$ 54,00",-40%,92.23%,Mar 2023,
https://store.steampowered.com/app/1610440/?curator_clanid=4777282&utm_source=SteamDB,Minds Beneath Us,"R$ 53,99",-10%,92.19%,Jul 2024,
https://store.steampowered.com/app/692850/?curator_clanid=4777282&utm_source=SteamDB,Bloodstained: Ritual of the Night,"R$ 18,87",-75%,92.05%,Jun 2019,
https://store.steampowered.com/app/1777430/?curator_clanid=4777282&utm_source=SteamDB,恋爱绮谭 不存在的真相,"R$ 18,68",-33%,92.05%,Oct 2022,
https://store.steampowered.com/app/493900/?curator_clanid=4777282&utm_source=SteamDB,Dungeons 3,"R$ 25,33",-76%,91.97%,Oct 2017,
https://store.steampowered.com/app/1003590/?curator_clanid=4777282&utm_source=SteamDB,Tetris® Effect: Connected,"R$ 37,74",-50%,91.97%,Aug 2021,
https://store.steampowered.com/app/2182400/?curator_clanid=4777282&utm_source=SteamDB,Laughing to Die,"R$ 13,59",-20%,91.89%,Apr 2024,
https://store.steampowered.com/app/2670630/?curator_clanid=4777282&utm_source=SteamDB,Supermarket Simulator,"R$ 27,99",-30%,91.71%,Feb 2024,
https://store.steampowered.com/app/254700/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil 4 (2005),"R$ 9,99",-75%,91.62%,Feb 2014,
https://store.steampowered.com/app/965820/?curator_clanid=4777282&utm_source=SteamDB,沉睡的法则 Things as They Are,"R$ 8,67",-30%,91.62%,Jun 2019,
https://store.steampowered.com/app/2399220/?curator_clanid=4777282&utm_source=SteamDB,NUKITASHI,"R$ 51,79",-30%,91.61%,Jun 2023,
https://store.steampowered.com/app/246840/?curator_clanid=4777282&utm_source=SteamDB,FATE,"R$ 8,29",-50%,91.60%,May 2005,
https://store.steampowered.com/app/664180/?curator_clanid=4777282&utm_source=SteamDB,Draw Puzzle 画之谜,"R$ 3,67",-65%,91.51%,Aug 2017,
https://store.steampowered.com/app/248820/?curator_clanid=4777282&utm_source=SteamDB,Risk of Rain (2013),"R$ 3,99",-80%,91.46%,Nov 2013,
https://store.steampowered.com/app/1296830/?curator_clanid=4777282&utm_source=SteamDB,暖雪 Warm Snow,"R$ 36,39",-30%,91.17%,Jan 2022,
https://store.steampowered.com/app/1345740/?curator_clanid=4777282&utm_source=SteamDB,恋爱绮谭~不存在的夏天~,"R$ 9,29",-50%,91.15%,Oct 2020,
https://store.steampowered.com/app/834530/?curator_clanid=4777282&utm_source=SteamDB,Yakuza Kiwami,"R$ 49,22",-45%,91.14%,Feb 2019,
https://store.steampowered.com/app/1730700/?curator_clanid=4777282&utm_source=SteamDB,We Love Katamari REROLL+ Royal Reverie,"R$ 30,62",-75%,91.01%,Jun 2023,
https://store.steampowered.com/app/2275150/?curator_clanid=4777282&utm_source=SteamDB,SLUDGE LIFE 2,"R$ 28,19",-40%,90.83%,Jun 2023,
https://store.steampowered.com/app/1669420/?curator_clanid=4777282&utm_source=SteamDB,Islets,"R$ 29,99",-50%,90.74%,Aug 2022,
https://store.steampowered.com/app/1109570/?curator_clanid=4777282&utm_source=SteamDB,Word Game,"R$ 52,79",-20%,90.58%,Jan 2022,
https://store.steampowered.com/app/823910/?curator_clanid=4777282&utm_source=SteamDB,Last Evil,"R$ 10,34",-50%,90.37%,Jun 2020,
https://store.steampowered.com/app/2114740/?curator_clanid=4777282&utm_source=SteamDB,Blasphemous 2,"R$ 54,50",-50%,90.20%,Aug 2023,
https://store.steampowered.com/app/1388590/?curator_clanid=4777282&utm_source=SteamDB,Yakuza 6: The Song of Life,"R$ 26,85",-70%,90.16%,Mar 2021,
https://store.steampowered.com/app/1158310/?curator_clanid=4777282&utm_source=SteamDB,Crusader Kings III,"R$ 53,99",-70%,90.07%,Sep 2020,
https://store.steampowered.com/app/1578650/?curator_clanid=4777282&utm_source=SteamDB,Citizen Sleeper,"R$ 23,99",-60%,89.98%,May 2022,
https://store.steampowered.com/app/1139900/?curator_clanid=4777282&utm_source=SteamDB,Ghostrunner,"R$ 29,70",-70%,89.92%,Oct 2020,
https://store.steampowered.com/app/1902710/?curator_clanid=4777282&utm_source=SteamDB,Weird RPG,"R$ 11,39",-50%,89.72%,Oct 2022,
https://store.steampowered.com/app/1351630/?curator_clanid=4777282&utm_source=SteamDB,Ys IX: Monstrum Nox,"R$ 81,00",-50%,89.69%,Jul 2021,
https://store.steampowered.com/app/645630/?curator_clanid=4777282&utm_source=SteamDB,Car Mechanic Simulator 2018,"R$ 5,99",-90%,89.64%,Jul 2017,
https://store.steampowered.com/app/207320/?curator_clanid=4777282&utm_source=SteamDB,Ys: The Oath in Felghana,"R$ 8,39",-70%,89.57%,Mar 2012,
https://store.steampowered.com/app/2432110/?curator_clanid=4777282&utm_source=SteamDB,WHITE ALBUM: Memories like Falling Snow,"R$ 51,79",-30%,89.54%,Aug 2023,
https://store.steampowered.com/app/1146970/?curator_clanid=4777282&utm_source=SteamDB,My Vow to My Liege,"R$ 12,41",-40%,89.52%,Sep 2020,
https://store.steampowered.com/app/1638220/?curator_clanid=4777282&utm_source=SteamDB,Xuan-Yuan Sword: The Scar of Sky,"R$ 19,50",-50%,89.46%,Aug 2021,
https://store.steampowered.com/app/2067790/?curator_clanid=4777282&utm_source=SteamDB,Crimson Snow (2023),"R$ 11,44",-21%,89.44%,Mar 2023,
https://store.steampowered.com/app/1735700/?curator_clanid=4777282&utm_source=SteamDB,Back to the Dawn,"R$ 50,99",-15%,89.29%,Nov 2023,
https://store.steampowered.com/app/728880/?curator_clanid=4777282&utm_source=SteamDB,Overcooked! 2,"R$ 14,97",-75%,89.27%,Aug 2018,
https://store.steampowered.com/app/587620/?curator_clanid=4777282&utm_source=SteamDB,Okami HD,"R$ 19,99",-50%,89.27%,Dec 2017,
https://store.steampowered.com/app/1105670/?curator_clanid=4777282&utm_source=SteamDB,The Last Spell,"R$ 44,39",-40%,89.25%,Mar 2023,
https://store.steampowered.com/app/1306750/?curator_clanid=4777282&utm_source=SteamDB,黑色花与红山羊 / Black Datura & Red Goat,"R$ 12,79",-50%,89.22%,Aug 2020,
https://store.steampowered.com/app/1768470/?curator_clanid=4777282&utm_source=SteamDB,The Heroes Around Me,"R$ 18,80",-20%,89.14%,Jun 2024,—
https://store.steampowered.com/app/2252680/?curator_clanid=4777282&utm_source=SteamDB,Farlands,"R$ 20,69",-10%,89.05%,Jul 2024,
https://store.steampowered.com/app/1693980/?curator_clanid=4777282&utm_source=SteamDB,Dead Space,"R$ 74,70",-70%,89.02%,Jan 2023,
https://store.steampowered.com/app/2060130/?curator_clanid=4777282&utm_source=SteamDB,Return to Monkey Island,"R$ 36,99",-50%,89.01%,Sep 2022,
